"OBSRVTN_NB","DATETIME_DTM","PNT_NM","QUALIFIER_TXT","PNT_ATRISKNOTES_TX","PNT_ATRISKFOLWUPNTS_TX"
428097,"1/11/2024 11:37","Equipment Operations","Wheels chocked","While performing a site observation at the [NAME] [NAME] to [NAME] project. I identified an opportunity for improvement with equipment being used on job site with wheels not chocked.","Suggested to the foreman to build in capacity with mobile equipment and control measures with chocking the wheels to prevent an incident or injury."
283639,"9/29/2022 14:18","Equipment Operations near Energized Lines","Barricades present to prevent incidental step and/or touch potential, Equipment grounded","All three Bucket trucks working within the trigger distance with out barricades for step or touch potential. One of the bucket trucks had their bucket ground wrapped up approximately 10 loops left on the truck.","Recommended that the contractor install barricades on all three bucket trucks for step or touch potential. Recommend that the contractor extended the equipment ground rather then having it wrapping up. [NAME] photos"
31874,"4/27/2020 17:19","Housekeeping in order","Cleanliness, Walking / Working Surfaces","Belly needed straightening and trash disposed. We had a lot of trouble and Coronavirus restrictions played apart in truck condy",NA
443500,"3/6/2024 12:19","Equipment Operations near Energized Lines","Documented planning meeting for working within Trigger Distances","[NAME] hired new employee for oversight of DigIt near overhead distribution. Addendum I was not filled out properly and was missing a lot of important information","Used this as a coaching moment to go through the addendum I with the qualified observer and explain the importance that all information is filled out and discussed before work begins."
428221,"1/11/2024 10:20","Aerial Devices - Personal Protective Equipment","Was the proper PPE worn?","* Employee was observed wearing non - ANSI approved prescription glasses without side shields at the time of the site visit. * Employee observed wearing ANSI approved Heatwave safety glasses without side shields attached at the time of the observation. * Addressed deficiencies to the crew members, foreman and GF.",NA
51429,"10/7/2020 8:43","Opportunities To be More Effective","Work-site Housekeeping","The yard is unmanned and only used for staging structures and anchor bolt cages, I need to schedule to have the grass cut at this area.",NA
341275,"4/17/2023 10:56","Opportunities To be More Effective","Hazard Recognition","Pointed out the battery storage area that had explosion coating on the walls and light, however there was no ventilation system in place. Wasn't sure if this was needed.",NA
463051,"5/17/2024 15:23","THA","Review with each crewmember after lunch and/or significant break in the Work","Reminded mat install crew to complete midday review whenever time allows, to review safety planning documents.",NA
190433,"11/18/2021 13:53","Tools and equipment used correctly","Approved tool","[NAME] used wooden block that at one time had weight rating on it, but wasn't legible advised them to get a new block with a weight rating on block",NA
258123,"7/13/2022 17:01","Equipment Operations","Designated Spotter as needed (maintaining adequate clearance), Employees and structures in the operator's line of sight","There were several other crew members involved in this task, and there was not a designated spotter in the operators sight line. TCR [ stopped work and explained that the task should not proceed until a designated spotter was secured. Employees were compliant, and after the spotter was designated for this task, the work continued.",NA
303373,"12/9/2022 16:00","Personal Fall Arrest System","Employee tied-off","Employee working in man lift did not have harness clipped in until approximately 15' off the ground.",NA
271372,"8/16/2022 14:30","THA","Other - THA, THA lists step- by-step plan","Two of the four crewmembers were directing / controlling traffic. There was no THA for traffic control.","THA created for this work."
380855,"8/4/2023 8:00","Contractors working in the same area were briefed on AEPs job scope for the day and the contractors working in the same area briefed AEP as to their job scope","[Notes Required for At-Risk Conditions]","[NAME] states that they know the contractors are there, but that they stay inside the control house and aren't in their work area. I coached them to always brief with all contractors so that they are all aware of who is on site and what they might do that impact them.",NA
356434,"5/31/2023 7:25","Emergency Action Plan","Other - Emergency Action Plan","SAM Inc had an event on 5 / 26 / 23 contractor did not notify me of the event. TCR informed me of the event but the contractor is also suppose to let the safety representative know.","Email contractor: Per the 2020 Contractor Safety Handbook, Article: 12. 0 REPORTING REQUIREMENTS sub - part 12. 2 Contractor shall immediately notify owners representative ( s )."
448179,"3/26/2024 13:30","Equipment Operations","Overhead lines marked with warning signs (36in. x 36in.) for egress / ingress","Mentioned to the foreman that overhead line sign should be placed for the overhead distribution line.",NA
348365,"5/4/2023 18:30","Loading/Unloading Procedures","Other - Loading/Unloading Procedures","Operator was unloading mats while traffic was traveling by. Expressed concerns of debris or a mat potentially falling on vehicles.","Suggested that traffic be stopped or wait until traffic goes by to pick up mats."
197180,"12/13/2021 14:57","Qualified observer (Forestry)","Observer engagement","QO wasn't fully engaged. QO should have been telling climbers that their cut limbs were bouncing off service drops and hitting sheds.",NA
468104,"6/5/2024 13:27","Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards","the rope was striped creating an optical illusion making it difficult to judge distance to step over it.",NA
258245,"7/13/2022 13:30","THA","Other - THA","Noted during THA document review that SIF icons had not been identified nor incorporated into task list","Brought situation to the attention of crew lead. THA was updated with crew and work then continued"
450028,"3/12/2024 12:04","Workplace Conditions Addressed","Other - Workplace Conditions","after pole was set in hole a hydraulic leak was seen on machine and shut off and fleet was called and came out and made repair to machine and oil was cleaned up",NA
97742,"4/23/2021 10:00","COVID-19 - Face Coverings","Face coverings worn properly? (ex: covered mouth, nose and chin)","Only foreman had his face mask on, talked to crew about the importance of wearing face masks when unable to maintain 6 foot of distance.",NA
